county_fips,state_alpha,county_name,year,commodity_desc,class_desc,prodn_practice_desc,irrigation,util_practice_desc,yield_value,yield_unit,cv_mean
31049,NE,DEUEL,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,160.1,BU / ACRE,
31049,NE,DEUEL,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,170.1,BU / ACRE,
31049,NE,DEUEL,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,185.0,BU / ACRE,
31049,NE,DEUEL,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,179.0,BU / ACRE,
31069,NE,GARDEN,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,191.6,BU / ACRE,
31069,NE,GARDEN,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,159.8,BU / ACRE,
31069,NE,GARDEN,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,148.5,BU / ACRE,
31069,NE,GARDEN,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,175.6,BU / ACRE,
31069,NE,GARDEN,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,169.8,BU / ACRE,
31069,NE,GARDEN,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,176.0,BU / ACRE,
31105,NE,KIMBALL,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,164.1,BU / ACRE,
31105,NE,KIMBALL,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,148.7,BU / ACRE,
31105,NE,KIMBALL,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,167.2,BU / ACRE,
31105,NE,KIMBALL,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,149.9,BU / ACRE,
31105,NE,KIMBALL,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,151.2,BU / ACRE,
31105,NE,KIMBALL,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,151.6,BU / ACRE,
31123,NE,MORRILL,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,153.1,BU / ACRE,
31123,NE,MORRILL,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,174.0,BU / ACRE,
31123,NE,MORRILL,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,157.8,BU / ACRE,
31123,NE,MORRILL,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,157.9,BU / ACRE,
31157,NE,SCOTTS BLUFF,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,186.6,BU / ACRE,
31157,NE,SCOTTS BLUFF,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,167.1,BU / ACRE,
31157,NE,SCOTTS BLUFF,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,150.4,BU / ACRE,
31157,NE,SCOTTS BLUFF,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,150.2,BU / ACRE,
31157,NE,SCOTTS BLUFF,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,161.0,BU / ACRE,
31161,NE,SHERIDAN,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,199.9,BU / ACRE,
31161,NE,SHERIDAN,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.4,BU / ACRE,
31161,NE,SHERIDAN,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,180.6,BU / ACRE,
31161,NE,SHERIDAN,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,197.9,BU / ACRE,
31161,NE,SHERIDAN,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,170.8,BU / ACRE,
31161,NE,SHERIDAN,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,165.0,BU / ACRE,
31161,NE,SHERIDAN,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,167.7,BU / ACRE,
31161,NE,SHERIDAN,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,177.0,BU / ACRE,
31165,NE,SIOUX,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,157.9,BU / ACRE,
31015,NE,BOYD,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,206.8,BU / ACRE,
31015,NE,BOYD,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,192.4,BU / ACRE,
31015,NE,BOYD,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,176.5,BU / ACRE,
31015,NE,BOYD,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,181.2,BU / ACRE,
31015,NE,BOYD,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,201.0,BU / ACRE,
31015,NE,BOYD,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,195.0,BU / ACRE,
31017,NE,BROWN,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,220.9,BU / ACRE,
31017,NE,BROWN,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,214.3,BU / ACRE,
31017,NE,BROWN,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,195.5,BU / ACRE,
31017,NE,BROWN,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,178.3,BU / ACRE,
31017,NE,BROWN,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,176.1,BU / ACRE,
31031,NE,CHERRY,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,205.9,BU / ACRE,
31031,NE,CHERRY,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,180.0,BU / ACRE,
31031,NE,CHERRY,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,161.0,BU / ACRE,
31031,NE,CHERRY,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,169.4,BU / ACRE,
31071,NE,GARFIELD,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,196.5,BU / ACRE,
31071,NE,GARFIELD,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,198.3,BU / ACRE,
31071,NE,GARFIELD,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,186.5,BU / ACRE,
31071,NE,GARFIELD,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,146.3,BU / ACRE,
31071,NE,GARFIELD,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,180.9,BU / ACRE,
31071,NE,GARFIELD,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,181.8,BU / ACRE,
31071,NE,GARFIELD,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,165.4,BU / ACRE,
31071,NE,GARFIELD,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,192.1,BU / ACRE,
31071,NE,GARFIELD,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,180.0,BU / ACRE,
31089,NE,HOLT,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,196.3,BU / ACRE,
31089,NE,HOLT,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.2,BU / ACRE,
31089,NE,HOLT,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,184.6,BU / ACRE,
31089,NE,HOLT,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,163.4,BU / ACRE,
31089,NE,HOLT,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,189.7,BU / ACRE,
31089,NE,HOLT,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,188.0,BU / ACRE,
31103,NE,KEYA PAHA,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,225.3,BU / ACRE,
31103,NE,KEYA PAHA,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,209.2,BU / ACRE,
31103,NE,KEYA PAHA,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,198.7,BU / ACRE,
31103,NE,KEYA PAHA,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,170.8,BU / ACRE,
31103,NE,KEYA PAHA,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,201.0,BU / ACRE,
31103,NE,KEYA PAHA,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,192.7,BU / ACRE,
31103,NE,KEYA PAHA,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,187.3,BU / ACRE,
31103,NE,KEYA PAHA,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,191.7,BU / ACRE,
31103,NE,KEYA PAHA,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,181.1,BU / ACRE,
31103,NE,KEYA PAHA,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,170.0,BU / ACRE,
31113,NE,LOGAN,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,185.5,BU / ACRE,
31113,NE,LOGAN,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,192.3,BU / ACRE,
31113,NE,LOGAN,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,198.9,BU / ACRE,
31113,NE,LOGAN,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.7,BU / ACRE,
31113,NE,LOGAN,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,182.4,BU / ACRE,
31113,NE,LOGAN,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,174.4,BU / ACRE,
31113,NE,LOGAN,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,186.1,BU / ACRE,
31113,NE,LOGAN,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,182.0,BU / ACRE,
31115,NE,LOUP,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,155.4,BU / ACRE,
31115,NE,LOUP,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,149.0,BU / ACRE,
31149,NE,ROCK,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,173.2,BU / ACRE,
31149,NE,ROCK,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,176.7,BU / ACRE,
31171,NE,THOMAS,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,183.8,BU / ACRE,
31183,NE,WHEELER,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,157.6,BU / ACRE,
31183,NE,WHEELER,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,174.0,BU / ACRE,
31183,NE,WHEELER,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,156.0,BU / ACRE,
31003,NE,ANTELOPE,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,214.6,BU / ACRE,
31003,NE,ANTELOPE,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,223.5,BU / ACRE,
31003,NE,ANTELOPE,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,214.4,BU / ACRE,
31003,NE,ANTELOPE,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,207.7,BU / ACRE,
31003,NE,ANTELOPE,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,197.1,BU / ACRE,
31003,NE,ANTELOPE,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,202.9,BU / ACRE,
31003,NE,ANTELOPE,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,196.4,BU / ACRE,
31003,NE,ANTELOPE,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,190.3,BU / ACRE,
31003,NE,ANTELOPE,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.0,BU / ACRE,
31003,NE,ANTELOPE,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,210.4,BU / ACRE,
31003,NE,ANTELOPE,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,193.0,BU / ACRE,
31011,NE,BOONE,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.8,BU / ACRE,
31011,NE,BOONE,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,202.9,BU / ACRE,
31011,NE,BOONE,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,212.1,BU / ACRE,
31011,NE,BOONE,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.7,BU / ACRE,
31011,NE,BOONE,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.0,BU / ACRE,
31011,NE,BOONE,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,200.0,BU / ACRE,
31011,NE,BOONE,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,173.8,BU / ACRE,
31011,NE,BOONE,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,167.8,BU / ACRE,
31011,NE,BOONE,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,185.1,BU / ACRE,
31011,NE,BOONE,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,202.1,BU / ACRE,
31011,NE,BOONE,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,185.0,BU / ACRE,
31021,NE,BURT,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,212.3,BU / ACRE,
31021,NE,BURT,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,179.1,BU / ACRE,
31021,NE,BURT,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,209.2,BU / ACRE,
31021,NE,BURT,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,198.0,BU / ACRE,
31021,NE,BURT,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,179.9,BU / ACRE,
31021,NE,BURT,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,159.8,BU / ACRE,
31021,NE,BURT,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,211.2,BU / ACRE,
31021,NE,BURT,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,190.0,BU / ACRE,
31027,NE,CEDAR,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,213.8,BU / ACRE,
31027,NE,CEDAR,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,214.3,BU / ACRE,
31027,NE,CEDAR,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,211.1,BU / ACRE,
31027,NE,CEDAR,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,212.6,BU / ACRE,
31027,NE,CEDAR,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,197.4,BU / ACRE,
31027,NE,CEDAR,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,201.0,BU / ACRE,
31027,NE,CEDAR,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,167.5,BU / ACRE,
31027,NE,CEDAR,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,183.9,BU / ACRE,
31027,NE,CEDAR,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,195.0,BU / ACRE,
31027,NE,CEDAR,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,195.1,BU / ACRE,
31027,NE,CEDAR,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,195.0,BU / ACRE,
31039,NE,CUMING,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,203.3,BU / ACRE,
31039,NE,CUMING,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,219.5,BU / ACRE,
31039,NE,CUMING,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,195.6,BU / ACRE,
31039,NE,CUMING,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,200.5,BU / ACRE,
31039,NE,CUMING,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.7,BU / ACRE,
31039,NE,CUMING,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,218.2,BU / ACRE,
31039,NE,CUMING,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,202.0,BU / ACRE,
31043,NE,DAKOTA,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,199.4,BU / ACRE,
31043,NE,DAKOTA,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,188.0,BU / ACRE,
31043,NE,DAKOTA,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,228.8,BU / ACRE,
31051,NE,DIXON,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,200.6,BU / ACRE,
31107,NE,KNOX,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,217.2,BU / ACRE,
31107,NE,KNOX,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,221.5,BU / ACRE,
31107,NE,KNOX,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,208.1,BU / ACRE,
31107,NE,KNOX,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,214.8,BU / ACRE,
31107,NE,KNOX,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.0,BU / ACRE,
31107,NE,KNOX,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.7,BU / ACRE,
31107,NE,KNOX,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,172.7,BU / ACRE,
31107,NE,KNOX,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,190.3,BU / ACRE,
31107,NE,KNOX,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,192.3,BU / ACRE,
31107,NE,KNOX,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,212.2,BU / ACRE,
31107,NE,KNOX,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,188.0,BU / ACRE,
31119,NE,MADISON,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.4,BU / ACRE,
31119,NE,MADISON,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,216.7,BU / ACRE,
31119,NE,MADISON,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,211.8,BU / ACRE,
31119,NE,MADISON,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,214.0,BU / ACRE,
31119,NE,MADISON,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,201.4,BU / ACRE,
31119,NE,MADISON,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,207.9,BU / ACRE,
31119,NE,MADISON,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,185.7,BU / ACRE,
31119,NE,MADISON,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,168.7,BU / ACRE,
31119,NE,MADISON,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,187.9,BU / ACRE,
31119,NE,MADISON,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,212.2,BU / ACRE,
31119,NE,MADISON,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,171.0,BU / ACRE,
31139,NE,PIERCE,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,207.4,BU / ACRE,
31139,NE,PIERCE,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,209.9,BU / ACRE,
31139,NE,PIERCE,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,202.3,BU / ACRE,
31139,NE,PIERCE,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,188.0,BU / ACRE,
31139,NE,PIERCE,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,202.8,BU / ACRE,
31139,NE,PIERCE,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,191.6,BU / ACRE,
31139,NE,PIERCE,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,177.7,BU / ACRE,
31139,NE,PIERCE,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,189.6,BU / ACRE,
31139,NE,PIERCE,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,206.2,BU / ACRE,
31139,NE,PIERCE,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,197.0,BU / ACRE,
31167,NE,STANTON,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,193.8,BU / ACRE,
31167,NE,STANTON,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.6,BU / ACRE,
31167,NE,STANTON,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,199.6,BU / ACRE,
31167,NE,STANTON,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,173.1,BU / ACRE,
31167,NE,STANTON,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,185.5,BU / ACRE,
