state_alpha,county_fips,year,irrigated,non_irrigated,PRCP,EDD_TMAX,VPD,TMAX,COVERAGE_MIN,irrigated_a,non_irrigated_a,PRCP_a,EDD_TMAX_a,VPD_a,TMAX_a,irrigated_dt,non_irrigated_dt,PRCP_dt,EDD_TMAX_dt,VPD_dt,TMAX_dt,gap
KS,20029,2009,199.0,139.0,2.8223558986881354,1.2568547380524966,1.0372822009516631,26.037090773362312,1.0,13.140000000000015,24.159999999999997,-0.1394703428448234,-1.5974060905293048,-0.47638328153110043,-2.5885445409864616,19.857764262963943,29.47493266232547,-0.02516144530071454,-1.6149393230993645,-0.4760013417266021,-2.4787758564545364,60.0
KS,20029,2011,168.5,107.2,3.346377504862981,3.855236632324393,1.7346294447149704,29.874058206473173,1.0,-17.359999999999985,-7.640000000000001,0.3845512633300223,1.0009758037425915,0.22096396223220682,1.248422892124399,-15.120745245678675,-5.868355779224842,0.4226542291780586,0.995131392885905,0.22109127550037294,1.2850124536350407,61.3
KS,20029,2012,173.1,54.4,2.066724118755573,4.329111723991925,2.070526770137157,31.467839161910103,1.0,-12.759999999999991,-60.440000000000005,-0.8951021227773857,1.4748508954101238,0.5568612876543932,2.842203847561329,-12.759999999999991,-60.440000000000005,-0.8951021227773857,1.4748508954101238,0.5568612876543932,2.842203847561329,118.69999999999999
KS,20029,2013,183.3,123.1,3.0989737987118557,3.1364324622623623,1.583445515470738,28.493384175053816,1.0,-2.559999999999974,8.259999999999991,0.13714755717889693,0.28217163368056086,0.06978003298797453,-0.1322511392949579,-4.799254754321284,6.4883557792248325,0.09904459133086063,0.28801604453724744,0.06965271971980841,-0.1688407008055996,60.20000000000002
KS,20029,2015,205.4,150.5,3.474699886646249,1.6936685862778285,1.1424434811392894,27.25580425494446,1.0,19.54000000000002,35.66,0.5128736451132903,-1.160592242303973,-0.37122200134347416,-1.3698310594043122,12.822235737036092,30.34506733767452,0.39856474756918137,-1.1430590097339133,-0.3716039411479725,-1.4795997439362372,54.900000000000006
KS,20039,2011,156.0,93.7,2.6145540297013983,3.466335798501443,1.7439796497653492,29.304810560959147,1.0,-5.824999999999989,36.85,0.6326465207802292,0.25445410080606434,0.015261249678202748,0.14313083440382357,-1.9063041799376967,39.95037738635653,0.6993267110142927,0.24422638180686287,0.01548404789749345,0.2071625670474465,62.3
KS,20039,2012,147.7,24.9,1.2410077650763571,4.157290971972561,2.159401515735586,31.17350941044421,1.0,-14.125,-31.950000000000003,-0.7408997438448119,0.945409274277182,0.43068311564843964,2.0118296838888874,-12.445558934259019,-30.621266834418634,-0.7123225194587848,0.9410259661346672,0.43077860059956424,2.0392718550218687,122.79999999999998
KS,20039,2013,155.9,30.5,1.673246427225166,3.006725122306001,1.6244062695996375,28.35579589891143,1.0,-5.924999999999983,-26.35,-0.30866108169600315,-0.2051565753893776,-0.10431213048750898,-0.8058838276438927,-6.48481368858031,-26.79291105519379,-0.3181868231580122,-0.20369547267520596,-0.10434395880455051,-0.8150312180215531,125.4
KS,20039,2015,187.7,78.3,2.3988218136817547,2.2171748980015096,1.3870861652480126,27.812603035906506,1.0,25.875,21.449999999999996,0.41691430476058566,-0.9947067996938692,-0.34163223483913385,-1.3490766906488183,20.836676802777053,17.46380050325589,0.331182631602504,-0.9815568752663245,-0.3419186896925076,-1.431403204047762,109.39999999999999
KS,20043,2013,191.3,170.8,3.207554147499289,3.098529408812325,1.5369228606192602,28.582339787577368,1.0,-8.375,-17.0,-0.6170951191924323,1.5523078521629345,0.36364634914743,1.5845465939421608,-3.8964904913573806,-13.456711558449683,-0.5408891874963597,1.5406190304495615,0.36390097568376223,1.6577257169634443,20.5
KS,20043,2014,210.0,209.0,3.824939022996933,0.6899562937113597,1.127790118934275,25.694749640741826,1.0,10.324999999999989,21.19999999999999,0.00028975630521177465,-0.8562652629380307,-0.045486392537555265,-1.3030435528933815,12.564254754321299,22.971644220775147,0.038392722153248064,-0.8621096737947173,-0.045359079269389146,-1.2664539913827397,1.0
KS,20043,2016,192.6,186.4,5.339964520330238,1.3389325877480465,0.9747448961222122,27.071703427268417,1.0,-7.075000000000017,-1.4000000000000057,1.5153152536385166,-0.20728896890134396,-0.19853161534961805,0.07391023363321025,-9.314254754321327,-3.171644220775164,1.4772122877904803,-0.2014445580446574,-0.19865892861778417,0.037320672122568566,6.199999999999989
KS,20043,2017,204.8,185.0,2.926139375940424,1.0574679363258304,1.0536481702115732,26.642379918953218,1.0,5.125,-2.8000000000000114,-0.898509890751297,-0.48875362032356007,-0.11962834126025701,-0.3554132746819896,0.6464904913573806,-6.343288441550328,-0.9747158224473695,-0.47706479861018697,-0.11988296779658925,-0.42859239770327295,19.80000000000001
KS,20061,2011,172.5,75.0,2.820764975770239,4.503294448324894,1.889934612545075,30.72717545746601,1.0,-12.099999999999994,-16.075000000000003,-0.13796589067936926,1.1345095280754514,0.18857099838527147,1.278410976618062,-8.74111786851803,-13.417533668837265,-0.08081144190731483,1.1257429117904216,0.18876196828752065,1.3332953188840246,97.5
KS,20061,2012,167.2,50.8,2.325819231191237,4.278829213165639,2.00633675858692,31.362595355220336,1.0,-17.400000000000006,-40.275000000000006,-0.6329116352583712,0.9100442929161963,0.3049731444271164,1.9138308743723869,-16.28037262283935,-39.38917788961243,-0.6138601523343531,0.907122087487853,0.30503680106119946,1.9321256551277077,116.39999999999999
KS,20061,2013,183.3,124.0,3.527563364508678,3.125843012921452,1.5450889022112082,28.565757668155378,1.0,-1.299999999999983,32.925,0.56883249805907,-0.2429419073279906,-0.15627471194859544,-0.883006812692571,-2.419627377160638,32.03917788961242,0.5497810151350518,-0.2400197018996473,-0.1563383685826785,-0.9013015934478918,59.30000000000001
KS,20061,2014,215.4,114.5,3.160775894328278,1.567173006585786,1.364094183296011,27.139529442550067,1.0,30.80000000000001,23.424999999999997,0.20204502787867007,-1.8016119136636566,-0.3372694308637927,-2.3092350382978815,27.44111786851805,20.76753366883726,0.14489057910661562,-1.7928452973786269,-0.33746040076604183,-2.364119380563844,100.9
KS,20063,2010,166.4,81.1,2.686788036102048,2.7151541514664985,1.5332258674545631,28.62494189003434,1.0,-6.037499999999994,4.0249999999999915,0.4023046607612808,-0.12213041536850211,-0.09447940628387208,-0.12662017157497374,1.7998916401245895,10.225754772713046,0.5356650412294078,-0.14258585336690507,-0.09403380984529068,0.00144329371227217,85.30000000000001
KS,20063,2011,188.9,78.5,1.885683844290104,4.057210694250081,1.9982938103636372,30.2486128509396,1.0,16.462500000000006,1.4249999999999972,-0.3987995310506631,1.2199261274150803,0.37058853662520197,1.497050789330288,22.06063688580328,5.854110551937892,-0.3035421164305724,1.205315100273364,0.37090681979561724,1.5885246931068921,110.4
KS,20063,2012,127.9,32.8,1.362877829828373,4.044008908999916,2.1326530301825866,31.13133867509551,1.0,-44.537499999999994,-44.275000000000006,-0.9216055455123942,1.2067243421649154,0.5049477564441514,2.3797766134861966,-41.17861786851803,-41.61753366883727,-0.8644510967403397,1.1979577258798857,0.5051387263464006,2.4346609557521592,95.10000000000001
KS,20063,2013,148.6,52.2,1.9579659516103385,3.0368685686725696,1.661896159741774,28.623930663777543,1.0,-23.837500000000006,-24.875,-0.3265174237304287,0.19958400183756897,0.03419088600333886,-0.12763139783177024,-22.71787262283935,-23.98917788961242,-0.30746594080641054,0.19666179640922568,0.03425454263742192,-0.1093366170764494,96.39999999999999
KS,20063,2014,187.9,82.7,2.62880865968029,2.067444574983184,1.5352888003945515,27.734824966036644,1.0,15.462500000000006,5.625,0.34432528433952303,-0.7698399918518168,-0.0924164733438837,-1.016737095572669,14.342872622839351,4.739177889612421,0.3252738014155049,-0.7669177864234735,-0.09248012997796676,-1.0350318763279898,105.2
KS,20063,2015,206.8,87.6,2.5264272247625543,2.469749798773601,1.4270449318801517,28.261464605322026,1.0,34.36250000000001,10.524999999999991,0.24194384942178715,-0.36753476806139984,-0.20066034185828352,-0.4900974562872875,31.00361786851805,7.867533668837254,0.1847894006497327,-0.35876815177637,-0.2008513117605327,-0.54498179855325,119.20000000000002
KS,20063,2016,181.5,99.9,2.6157411226867877,2.2069330334565267,1.3214515091788277,27.814913077454896,1.0,9.0625,22.825000000000003,0.33125774734602054,-0.6303515333784739,-0.3062537645596075,-0.9366489841544166,3.4643631141967255,18.395889448062107,0.2360003327259298,-0.6157405062367576,-0.3065720477300228,-1.0281228879310207,81.6
KS,20063,2017,171.5,101.8,2.61157433376564,2.1009068040776286,1.411788080711391,27.57246976421393,1.0,-0.9375,24.724999999999994,0.3270909584248729,-0.736377762757372,-0.21591719302704426,-1.179092297395382,-8.774891640124583,18.52424522728694,0.1937305779567459,-0.715922324758969,-0.21636278946562568,-1.3071557626826278,69.7
KS,20071,2010,181.6,69.3,2.1982657202821185,2.675893437055864,1.6452635252145775,28.56039425788097,1.0,-8.060000000000002,5.520000000000003,0.22539569159500195,-0.08727983575004705,-0.09211592256242129,-0.2058701176608544,0.0013171155565085968,11.897919194790411,0.3625663686479291,-0.10831971483411813,-0.09165759479702329,-0.07414769622254763,112.3
KS,20071,2011,195.5,54.5,1.81693753067804,3.723571188974416,2.050332855513392,29.859222367222134,1.0,5.840000000000003,-9.279999999999994,-0.1559324980090766,0.960397916168505,0.31295340773639335,1.0929579916803114,11.662062361235204,-4.673725025984744,-0.05686478680418572,0.9452024479411205,0.31328442223362524,1.1880908516079765,141.0
KS,20071,2012,161.9,16.4,0.9329929067697964,3.6005395898728407,2.116962546010761,30.62785217742729,1.0,-27.75999999999999,-47.379999999999995,-1.0398771219173202,0.8373663170669299,0.37958309823376224,1.8615878018854666,-24.1771923930861,-44.545369246759904,-0.9789123765604656,0.8280152596962319,0.379786799462828,1.92013110030249,145.5
KS,20071,2017,212.9,99.4,2.9166714265234166,1.669265988467659,1.3892588670569217,26.88746148688111,1.0,23.24000000000001,35.62000000000001,0.9438013978363,-1.0939072843382518,-0.3481205807200771,-1.8788028886607115,15.626533835307352,29.59640964936431,0.8142513139529732,-1.074036287425517,-0.34855344583184195,-2.0032073977968965,113.5
KS,20071,2018,196.4,79.3,1.9994825591822123,2.1465961596587757,1.4850794450893414,27.896391588297604,1.0,6.740000000000009,15.520000000000003,0.02661253049509571,-0.6165771131471351,-0.2523000026876574,-0.8698727872442191,-3.1127209190139578,7.724765428589146,-0.14104051923626743,-0.5908617053777138,-0.25286018106758834,-1.0308668578910458,117.10000000000001
KS,20075,2009,218.0,50.0,1.611117330522295,2.090486732284224,1.4713842805603914,27.686112629559148,1.0,39.80000000000001,9.350000000000001,-0.006617264794857691,-0.9935520644153635,-0.320775998610769,-1.565854298899147,44.27850950864263,12.893288441550318,0.06958866690121489,-1.0052408861287365,-0.32052137207443676,-1.4926751758778636,168.0
KS,20075,2010,176.0,45.4,1.8713082877713696,3.32730671138548,1.8005233200851818,29.73409493750913,1.0,-2.1999999999999886,4.75,0.2535736924542169,0.24326791468589226,0.008363040914021402,0.48212800905083597,0.039254754321321084,6.521644220775158,0.2916766583022532,0.2374235038292057,0.008490354182187517,0.5187175705614777,130.6
KS,20075,2011,133.3,32.7,1.306649245266064,4.243639318746608,2.2116384606351573,30.83473658291857,1.0,-44.89999999999998,-7.949999999999996,-0.3110853500510886,1.15960052204702,0.41947818146399696,1.5827696544602752,-44.89999999999998,-7.949999999999996,-0.3110853500510886,1.15960052204702,0.41947818146399696,1.5827696544602752,100.60000000000001
KS,20075,2014,185.5,34.5,1.681863517708882,2.674722424382038,1.6850950554039117,28.75292356384633,1.0,7.300000000000011,-6.149999999999999,0.0641289223917294,-0.4093163723175497,-0.1070652237672487,-0.4990433646119641,0.5822357370360827,-11.464932662325474,-0.05017997515237946,-0.39178313974749,-0.10744716357174704,-0.6088120491438891,151.0
KS,20079,2010,165.6,76.4,3.7890658210230193,2.655625547375816,1.3353057850228545,29.191372075304606,1.0,-11.25,-11.487499999999997,0.17677256812224673,0.1200262120987925,-0.06927030446882143,0.33128420745932274,-1.4532604498442705,-3.73655653410868,0.3434730437074055,0.09445691460078881,-0.06871330892059467,0.49136353906838015,89.19999999999999
KS,20079,2012,166.8,50.1,2.045163871920724,4.424128292302929,2.065532125866398,31.68320439812132,1.0,-10.049999999999983,-37.7875,-1.5671293809800484,1.8885289570259056,0.660956036374722,2.8231165302760353,-4.731769958486872,-33.579844975659,-1.476634837090962,1.8746484812412751,0.6612584053866165,2.9100167388638094,116.70000000000002
KS,20079,2013,167.1,79.7,4.186307480362174,3.1249295364043306,1.5503913119640582,28.88811194102895,1.0,-9.75,-8.1875,0.5740142274614017,0.5893302011273072,0.14581522247238232,0.02802407318366562,-6.671024712808199,-5.751489196434157,0.6264058055024516,0.5812941361993631,0.14599027821611074,0.07833472026079794,87.39999999999999
KS,20079,2014,184.6,111.6,3.0702121149442494,2.032818571894873,1.4704331050168575,28.231953111452597,1.0,7.75,23.71249999999999,-0.5420811379565231,-0.5027807633821504,0.06585701552518164,-0.6281347563926865,8.58972053287049,24.376866582790676,-0.5277925257635095,-0.5049724174534078,0.06590475800074393,-0.6144136708261958,73.0
KS,20079,2015,187.7,105.0,4.114765149961822,2.0894232356467968,1.1680174272414932,28.269893756180515,1.0,10.849999999999994,17.112499999999997,0.5024718970610493,-0.44617609963022664,-0.23655866225018274,-0.5901941116647684,9.450465778549177,16.005222362015523,0.4786575434060267,-0.44252334284479755,-0.23663823304278656,-0.6130625876089195,82.69999999999999
KS,20079,2016,156.6,115.6,5.3894344315491045,2.019989776567889,1.1312133545977838,28.3671414423072,1.0,-20.25,27.71249999999999,1.777141178648332,-0.5156095587091345,-0.27336273489389207,-0.4929464255380829,-23.88878897577213,24.83357814124036,1.715223859145273,-0.5061123910670189,-0.27356961895466203,-0.5524044629928756,41.0
KS,20079,2017,180.2,74.9,2.77018875634588,1.780686263475506,1.2476558707717025,27.98677086082245,1.0,3.3499999999999943,-12.987499999999997,-0.8421044965548927,-0.7549130718015173,-0.15692021871997341,-0.873317007022834,-2.5280437300934437,-17.638066079534788,-0.942124781905988,-0.7395714933027151,-0.15725441604890947,-0.9693646059882685,105.29999999999998
KS,20079,2018,206.2,89.8,3.533208397099206,2.1571934585480483,1.26805973545226,28.26225535754464,1.0,29.349999999999994,1.9124999999999943,-0.07908485580156643,-0.3784058767289751,-0.13651635403941587,-0.5978325103006448,21.232701515585248,-4.509710300309954,-0.21720810700069798,-0.3572198873734863,-0.13697786463651804,-0.7304696707767209,116.39999999999999
KS,20081,2010,194.7,41.5,1.3597836573261877,3.105876672751311,1.6548833054371943,29.639904478212213,1.0,-5.400000000000006,-20.775,-0.710080532139995,0.10663257826263361,-0.04087722618684109,0.056092236730389544,4.11683270586556,-13.245512061705575,-0.5481429272858408,0.08179383212171575,-0.0403361447971351,0.21159787315061673,153.2
KS,20081,2012,196.6,36.9,1.274454448078305,4.1880269188675925,2.18273134226918,31.644212220522405,1.0,-3.5,-25.375,-0.7954097413878776,1.1887828243789151,0.4869708106451447,2.0603999790405823,1.5383231972229465,-21.388800503255894,-0.709678068229796,1.1756328999513703,0.48725726549851844,2.142726492439526,159.7
KS,20081,2017,213.4,94.3,2.656031044692176,2.1709025656036007,1.4418909555446309,28.005187969506647,1.0,13.300000000000011,32.025,0.5861668552259935,-0.8283415288850766,-0.2538695760794045,-1.5786242719751762,7.14204942561641,27.152978392868313,0.48138369914389373,-0.8122693990291886,-0.25421968756686136,-1.6792455661294408,119.10000000000001
KS,20081,2018,195.7,76.4,2.989187607768062,2.532170220732205,1.503536523245136,29.04594429768603,1.0,-4.400000000000006,14.125000000000007,0.9193234183018792,-0.46707387375647214,-0.1922240083788993,-0.5378679437957921,-12.797205328704917,7.481334172093164,0.7764372963717432,-0.44515733304389754,-0.19270143313452223,-0.6750787994606984,119.29999999999998
KS,20095,2012,151.7,24.0,1.8360311230069803,4.945080646503086,2.2070051686337018,32.499701862271195,1.0,-24.92500000000001,-25.950000000000003,-1.489864799191933,1.9991656672033766,0.6931081338977605,2.860656423690692,-18.207235737036083,-20.635067337674528,-1.375555901647824,1.981632434633317,0.6934900737022588,2.970425108222617,127.69999999999999
KS,20095,2015,197.9,74.5,3.633065689325493,2.4683246004200794,1.2818100902331966,28.912047057391224,1.0,21.275000000000006,24.549999999999997,0.3071697671265796,-0.47759037887962963,-0.2320869445027447,-0.7269983811892793,21.275000000000006,24.549999999999997,0.3071697671265796,-0.47759037887962963,-0.2320869445027447,-0.7269983811892793,123.4
KS,20095,2016,168.7,68.0,4.812393588234323,2.323837811551789,1.2518303874697725,28.82059814886193,1.0,-7.925000000000011,18.049999999999997,1.4864976660354094,-0.62207716774792,-0.2620666472661688,-0.8184472897185735,-10.164254754321322,16.27835577922484,1.4483947001873732,-0.6162327568912335,-0.2621939605343349,-0.8550368512292152,100.69999999999999
KS,20095,2017,188.2,33.3,3.022093288228857,2.046416858723883,1.3149424926070938,28.32383468579767,1.0,11.574999999999989,-16.650000000000006,-0.30380263397005614,-0.8994981205758261,-0.19895454212884744,-1.315210752782832,7.096490491357369,-20.193288441550322,-0.38000856566612873,-0.887809298862453,-0.19920916866517968,-1.3883898758041155,154.89999999999998
KS,20097,2010,182.6,76.7,2.9902486677338227,2.8814419235020745,1.5084717954678064,29.452397689265776,1.0,-10.575000000000017,6.0,0.44620413930351166,-0.29704229294382145,-0.20321724662891816,-0.2561600662280732,-5.5366768027770705,9.986199496744106,0.5319358124615933,-0.3101922173713662,-0.2029307917755444,-0.17383355282912938,105.89999999999999
KS,20097,2012,184.8,36.1,1.6854151709988412,4.28865121935207,2.107473257453757,31.647812365063515,1.0,-8.375,-34.6,-0.8586293574314698,1.1101670029061736,0.39578421535703256,1.9392546095696659,-7.815186311419673,-34.15708894480621,-0.8491036159694608,1.108705900192002,0.3958160436740741,1.9484019999473263,148.70000000000002
KS,20097,2013,194.6,50.4,2.7304344556852453,3.387054431919547,1.7059804301607082,29.45647874667351,1.0,1.424999999999983,-20.300000000000004,0.1863899272549343,0.20857021547365084,-0.00570861193601635,-0.2520790088203384,-0.25444106574099923,-21.628733165581373,0.15781270286890708,0.21295352361616576,-0.005804096887140937,-0.27952117995331965,144.2
KS,20097,2014,210.7,119.6,2.770079819303335,2.156789291009892,1.5248306853046267,28.2775422209726,1.0,17.524999999999977,48.89999999999999,0.22603529087302388,-1.021694925436004,-0.18685835679209783,-1.4310155345212507,13.606304179937686,45.799622613643464,0.15935510063896036,-1.0114672064368024,-0.18708115501138853,-1.4950472671648738,91.1
KS,20109,2009,211.0,128.0,2.6093992468458462,1.4702595930119655,1.218309482430652,26.27377533353692,1.0,16.900000000000006,48.44,0.4956236982086484,-1.3390912721910124,-0.4704483061944511,-2.4335144728973503,21.82636045950699,52.33761728570543,0.5794502230743299,-1.351948976075723,-0.47016821700448563,-2.353017437573937,83.0
KS,20109,2010,186.5,87.0,2.363574302727277,2.698841447756797,1.5583273315628428,28.531153548368845,1.0,-7.599999999999994,7.439999999999998,0.249798754090079,-0.11050941744618115,-0.1304304570622603,-0.17613625806542643,-4.912894294814321,9.565973064930269,0.2955223131077243,-0.11752271047420529,-0.13027768114046095,-0.13222878425265475,99.5
KS,20109,2011,206.7,65.9,1.9682275602755877,3.775656658914068,1.951835934879505,29.87441508931812,1.0,12.599999999999994,-13.659999999999997,-0.1455479883616102,0.9663057937110899,0.26307814625440185,1.1671252828838483,13.047850950864358,-13.305671155844884,-0.1379273951920012,0.9651369115397523,0.2631036089080351,1.1744431951859784,140.79999999999998
KS,20109,2012,186.5,24.2,1.144741237684184,3.9790415644436177,2.1631789110354265,31.062436240730737,1.0,-7.599999999999994,-55.36,-0.969034310953014,1.1696906992406397,0.4744211224103234,2.355146434296465,-9.39140380345694,-56.777315376620045,-0.9995166836314413,1.1743662279259888,0.47431927179579053,2.325874785087953,162.3
KS,20109,2014,179.8,92.7,2.4829353956530955,2.1229550618884416,1.5521372832170892,27.794668820216742,1.0,-14.299999999999983,13.14,0.36915984701589766,-0.6863958033145363,-0.13662050540801385,-0.9126209862175294,-20.569913312099548,8.179396181829638,0.26247154264139777,-0.6700314529158142,-0.13697698255887897,-1.0150717584473246,87.10000000000001
KS,20113,2009,191.0,115.0,3.549306132328268,1.4732150314649364,1.0784998618858608,26.54109981919141,1.0,4.311111111111103,26.37777777777778,0.1270470550847742,-1.0216642422675528,-0.3150035614970359,-2.069486798979298,15.009772715090806,34.84230016592585,0.30909455858094953,-1.0495875385828333,-0.31439528699357555,-1.8946700050951195,76.0
KS,20113,2010,172.4,86.3,3.5497869517944656,2.5739602283024205,1.3172396197113758,28.96618095165746,1.0,-14.288888888888891,-2.322222222222223,0.1275278745509718,0.07908095456993136,-0.07626380367152086,0.35559433348675284,-5.829482039230497,4.370655945150687,0.27147241219911084,0.0570020691113374,-0.07578284243622664,0.49382156586028997,86.10000000000001
KS,20113,2012,173.1,39.6,1.963674047022328,4.483972561457735,2.0801450864954734,31.73535672973739,1.0,-13.588888888888903,-49.02222222222222,-1.4585850302211658,1.9890932877252459,0.6866416631125767,3.124770111566683,-9.607991547873128,-45.872632496399625,-1.3908464242690994,1.978703223980025,0.6868679978115386,3.1898182209189367,133.5
KS,20113,2013,153.4,85.9,4.196241718565781,3.160372294612479,1.556271882366699,28.84890368643789,1.0,-33.28888888888889,-2.7222222222222143,0.773982641322287,0.6654930208799898,0.16276845898380232,0.23831706826718246,-31.547246302194427,-1.3442767171747796,0.8036182814263172,0.6609473679914556,0.1628674804145982,0.2667756161087945,67.5
KS,20113,2014,204.2,105.9,3.3905149737218863,2.040104073293278,1.4533012611857568,28.071211811208236,1.0,17.51111111111109,17.277777777777786,-0.0317441035216075,-0.45477520043921116,0.05979783780286008,-0.5393748069624706,17.013498943484247,16.884079062050063,-0.04021142926561364,-0.4534764424710589,0.059769545965489834,-0.5475058206315003,98.29999999999998
KS,20113,2015,207.8,99.1,3.5422474512860087,2.1535953702832917,1.2001584924659294,28.230420113122708,1.0,21.111111111111114,10.477777777777774,0.11998837404251494,-0.34128390344919746,-0.19334493091696725,-0.380166505047999,18.374244189162958,8.312434841274893,0.07341808245047252,-0.3341407346243586,-0.1935005360225036,-0.4248870802276703,108.70000000000002
KS,20113,2016,173.6,119.8,4.61787909445393,2.0835543802259635,1.1668025039808705,28.274163895168773,1.0,-13.088888888888903,31.177777777777777,1.1956200172104365,-0.4113248935065257,-0.2267009194020262,-0.33642272300193454,-18.065010565158367,27.240790620499737,1.1109467597703577,-0.3983373138250003,-0.22698383777572867,-0.41773285969224755,53.8
KS,20113,2017,188.1,75.9,2.675230966061717,2.079498357671854,1.351130125184412,28.29855548607361,1.0,1.4111111111110972,-12.722222222222214,-0.7470281111817769,-0.4153809160606352,-0.04237329819848479,-0.312031132097097,-5.8042653194796765,-18.430853600275412,-0.8698043344698919,-0.39654892552242327,-0.04278352984035338,-0.4299308302980517,112.19999999999999
