county_fips,state_alpha,county_name,year,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,yield_value,yield_unit,cv_mean
19041,IA,CLAY,2019,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,185.5,BU / ACRE,
19041,IA,CLAY,2018,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,158.5,BU / ACRE,
19041,IA,CLAY,2017,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,197.3,BU / ACRE,
19041,IA,CLAY,2016,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,202,BU / ACRE,
19041,IA,CLAY,2015,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,202.8,BU / ACRE,
19041,IA,CLAY,2014,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,166.3,BU / ACRE,
19041,IA,CLAY,2013,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,167.2,BU / ACRE,
19041,IA,CLAY,2012,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,170.1,BU / ACRE,
19041,IA,CLAY,2011,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,185.4,BU / ACRE,
19041,IA,CLAY,2010,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,177.6,BU / ACRE,
19041,IA,CLAY,2009,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,184.2,BU / ACRE,
19041,IA,CLAY,2008,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,175,BU / ACRE,
19041,IA,CLAY,2007,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,163.6,BU / ACRE,
19041,IA,CLAY,2006,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,159.6,BU / ACRE,
19041,IA,CLAY,2005,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,183.1,BU / ACRE,
19059,IA,DICKINSON,2024,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,160.8,BU / ACRE,4
19059,IA,DICKINSON,2023,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,201.3,BU / ACRE,1.2
19059,IA,DICKINSON,2022,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,203.4,BU / ACRE,3.3
19059,IA,DICKINSON,2021,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,177.7,BU / ACRE,1.6
19059,IA,DICKINSON,2020,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,182.2,BU / ACRE,1.4
19059,IA,DICKINSON,2019,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,170,BU / ACRE,
19059,IA,DICKINSON,2018,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,160.4,BU / ACRE,
19059,IA,DICKINSON,2017,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,196.2,BU / ACRE,
19059,IA,DICKINSON,2016,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,188,BU / ACRE,
19059,IA,DICKINSON,2015,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,194.5,BU / ACRE,
19059,IA,DICKINSON,2014,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,157.9,BU / ACRE,
19059,IA,DICKINSON,2013,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,162.4,BU / ACRE,
19059,IA,DICKINSON,2012,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,160.9,BU / ACRE,
19059,IA,DICKINSON,2011,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,169.3,BU / ACRE,
19059,IA,DICKINSON,2010,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,181,BU / ACRE,
19059,IA,DICKINSON,2009,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,185.3,BU / ACRE,
19059,IA,DICKINSON,2008,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,168,BU / ACRE,
19059,IA,DICKINSON,2007,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,165.8,BU / ACRE,
19059,IA,DICKINSON,2006,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,159,BU / ACRE,
19059,IA,DICKINSON,2005,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,170.4,BU / ACRE,
19063,IA,EMMET,2022,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,213.6,BU / ACRE,1.3
19063,IA,EMMET,2021,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,182.5,BU / ACRE,1.4
19063,IA,EMMET,2020,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,186.1,BU / ACRE,1.6
19063,IA,EMMET,2018,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,155.8,BU / ACRE,
19063,IA,EMMET,2017,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,210.1,BU / ACRE,
19063,IA,EMMET,2016,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,198.5,BU / ACRE,
19063,IA,EMMET,2015,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,203.3,BU / ACRE,
19063,IA,EMMET,2014,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,165,BU / ACRE,
19063,IA,EMMET,2013,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,166.4,BU / ACRE,
19063,IA,EMMET,2012,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,166.6,BU / ACRE,
19063,IA,EMMET,2011,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,169.6,BU / ACRE,
19063,IA,EMMET,2010,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,183.1,BU / ACRE,
19063,IA,EMMET,2009,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,190.1,BU / ACRE,
19063,IA,EMMET,2008,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,168,BU / ACRE,
19063,IA,EMMET,2007,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,175.7,BU / ACRE,
19063,IA,EMMET,2006,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,165.9,BU / ACRE,
19063,IA,EMMET,2005,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,182.7,BU / ACRE,
19119,IA,LYON,2024,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,198.8,BU / ACRE,3.1
19119,IA,LYON,2023,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,200.2,BU / ACRE,2.8
19119,IA,LYON,2022,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,190.8,BU / ACRE,2.4
19119,IA,LYON,2021,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,216.7,BU / ACRE,1.9
19119,IA,LYON,2020,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,197,BU / ACRE,2.9
19119,IA,LYON,2019,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,186.5,BU / ACRE,
19119,IA,LYON,2018,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,193,BU / ACRE,
19119,IA,LYON,2017,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,218.9,BU / ACRE,
19119,IA,LYON,2016,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,206.9,BU / ACRE,
19119,IA,LYON,2015,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,196,BU / ACRE,
19119,IA,LYON,2014,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,172.9,BU / ACRE,
19119,IA,LYON,2013,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,190.5,BU / ACRE,
19119,IA,LYON,2012,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,161.6,BU / ACRE,
19119,IA,LYON,2011,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,185.4,BU / ACRE,
19119,IA,LYON,2010,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,195.2,BU / ACRE,
19119,IA,LYON,2009,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,192.8,BU / ACRE,
19119,IA,LYON,2008,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,190,BU / ACRE,
19119,IA,LYON,2007,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,163.7,BU / ACRE,
19119,IA,LYON,2006,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,163.9,BU / ACRE,
19119,IA,LYON,2005,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,185.2,BU / ACRE,
19141,IA,O BRIEN,2024,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,199,BU / ACRE,1.8
19141,IA,O BRIEN,2023,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,212.7,BU / ACRE,2.6
19141,IA,O BRIEN,2022,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,201.1,BU / ACRE,2
19141,IA,O BRIEN,2021,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,213.5,BU / ACRE,1.8
19141,IA,O BRIEN,2020,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,199.5,BU / ACRE,1.6
19141,IA,O BRIEN,2019,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,204.9,BU / ACRE,
19141,IA,O BRIEN,2018,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,201.6,BU / ACRE,
19141,IA,O BRIEN,2017,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,213.8,BU / ACRE,
19141,IA,O BRIEN,2016,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,210.7,BU / ACRE,
19141,IA,O BRIEN,2015,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,205.2,BU / ACRE,
19141,IA,O BRIEN,2014,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,180.3,BU / ACRE,
19141,IA,O BRIEN,2013,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,195.3,BU / ACRE,
19141,IA,O BRIEN,2012,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,159.8,BU / ACRE,
19141,IA,O BRIEN,2011,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,185.1,BU / ACRE,
19141,IA,O BRIEN,2010,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,190.7,BU / ACRE,
19141,IA,O BRIEN,2009,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,198,BU / ACRE,
19141,IA,O BRIEN,2008,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,195,BU / ACRE,
19141,IA,O BRIEN,2007,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,167.7,BU / ACRE,
19141,IA,O BRIEN,2006,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,166,BU / ACRE,
19141,IA,O BRIEN,2005,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,185,BU / ACRE,
19143,IA,OSCEOLA,2023,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,203.7,BU / ACRE,2.6
19143,IA,OSCEOLA,2022,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,197.5,BU / ACRE,1.9
19143,IA,OSCEOLA,2021,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,208,BU / ACRE,1.5
19143,IA,OSCEOLA,2020,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,185.3,BU / ACRE,0.8
19143,IA,OSCEOLA,2019,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,182.5,BU / ACRE,
19143,IA,OSCEOLA,2018,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,180.2,BU / ACRE,
19143,IA,OSCEOLA,2017,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,211.6,BU / ACRE,
19143,IA,OSCEOLA,2016,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,203.7,BU / ACRE,
19143,IA,OSCEOLA,2015,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,204.7,BU / ACRE,
19143,IA,OSCEOLA,2014,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,175.4,BU / ACRE,
19143,IA,OSCEOLA,2013,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,182,BU / ACRE,
19143,IA,OSCEOLA,2012,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,169.6,BU / ACRE,
19143,IA,OSCEOLA,2011,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,184.4,BU / ACRE,
19143,IA,OSCEOLA,2010,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,192.7,BU / ACRE,
19143,IA,OSCEOLA,2009,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,193.6,BU / ACRE,
19143,IA,OSCEOLA,2008,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,175,BU / ACRE,
19143,IA,OSCEOLA,2007,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,171.4,BU / ACRE,
19143,IA,OSCEOLA,2006,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,165.4,BU / ACRE,
19143,IA,OSCEOLA,2005,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,185.8,BU / ACRE,
19147,IA,PALO ALTO,2024,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,182.3,BU / ACRE,2
19147,IA,PALO ALTO,2023,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,211.7,BU / ACRE,2
19147,IA,PALO ALTO,2022,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,195.8,BU / ACRE,3.6
19147,IA,PALO ALTO,2021,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,190.1,BU / ACRE,2.3
19147,IA,PALO ALTO,2020,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,181.1,BU / ACRE,2
19147,IA,PALO ALTO,2019,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,198.3,BU / ACRE,
19147,IA,PALO ALTO,2018,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,157.9,BU / ACRE,
19147,IA,PALO ALTO,2017,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,195.4,BU / ACRE,
19147,IA,PALO ALTO,2016,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,196,BU / ACRE,
19147,IA,PALO ALTO,2015,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,197.5,BU / ACRE,
19147,IA,PALO ALTO,2014,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,164.6,BU / ACRE,
19147,IA,PALO ALTO,2013,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,168.8,BU / ACRE,
19147,IA,PALO ALTO,2012,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,170.6,BU / ACRE,
19147,IA,PALO ALTO,2011,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,174.6,BU / ACRE,
19147,IA,PALO ALTO,2010,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,174,BU / ACRE,
19147,IA,PALO ALTO,2009,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,188.1,BU / ACRE,
19147,IA,PALO ALTO,2008,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,176,BU / ACRE,
19147,IA,PALO ALTO,2007,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,170.8,BU / ACRE,
19147,IA,PALO ALTO,2006,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,163,BU / ACRE,
19147,IA,PALO ALTO,2005,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,186.5,BU / ACRE,
19149,IA,PLYMOUTH,2024,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,195.6,BU / ACRE,2
19149,IA,PLYMOUTH,2023,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,205.7,BU / ACRE,2.8
19149,IA,PLYMOUTH,2022,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,171.8,BU / ACRE,4.5
19149,IA,PLYMOUTH,2021,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,190.9,BU / ACRE,3.4
19149,IA,PLYMOUTH,2019,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,217.8,BU / ACRE,
19149,IA,PLYMOUTH,2018,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,213.8,BU / ACRE,
19149,IA,PLYMOUTH,2017,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,193,BU / ACRE,
19149,IA,PLYMOUTH,2016,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,209.2,BU / ACRE,
19149,IA,PLYMOUTH,2015,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,203.6,BU / ACRE,
19149,IA,PLYMOUTH,2014,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,187.3,BU / ACRE,
19149,IA,PLYMOUTH,2013,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,188.9,BU / ACRE,
19149,IA,PLYMOUTH,2012,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,110.1,BU / ACRE,
19149,IA,PLYMOUTH,2011,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,164.5,BU / ACRE,
19149,IA,PLYMOUTH,2010,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,184.7,BU / ACRE,
19149,IA,PLYMOUTH,2009,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,201.1,BU / ACRE,
19149,IA,PLYMOUTH,2008,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,191,BU / ACRE,
19149,IA,PLYMOUTH,2007,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,150.8,BU / ACRE,
19149,IA,PLYMOUTH,2006,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,137.1,BU / ACRE,
19149,IA,PLYMOUTH,2005,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,171.8,BU / ACRE,
19151,IA,POCAHONTAS,2024,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,203,BU / ACRE,2.8
19151,IA,POCAHONTAS,2023,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,218.1,BU / ACRE,1.2
19151,IA,POCAHONTAS,2022,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,198.2,BU / ACRE,1.3
19151,IA,POCAHONTAS,2021,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,213.9,BU / ACRE,1.2
19151,IA,POCAHONTAS,2020,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,186.2,BU / ACRE,1.4
19151,IA,POCAHONTAS,2018,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,179.2,BU / ACRE,
19151,IA,POCAHONTAS,2017,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,190.9,BU / ACRE,
19151,IA,POCAHONTAS,2016,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,206.8,BU / ACRE,
19151,IA,POCAHONTAS,2015,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,205.5,BU / ACRE,
19151,IA,POCAHONTAS,2014,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,174.8,BU / ACRE,
19151,IA,POCAHONTAS,2013,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,163.8,BU / ACRE,
19151,IA,POCAHONTAS,2012,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,165.3,BU / ACRE,
19151,IA,POCAHONTAS,2011,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,181.2,BU / ACRE,
19151,IA,POCAHONTAS,2010,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,172.6,BU / ACRE,
19151,IA,POCAHONTAS,2009,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,190.1,BU / ACRE,
19151,IA,POCAHONTAS,2008,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,178,BU / ACRE,
19151,IA,POCAHONTAS,2007,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,167.1,BU / ACRE,
